lead_time,avg_price_per_room,no_of_special_requests,arrival_date,arrival_month,market_segment_type,no_of_week_nights,no_of_weekend_nights,no_of_adults,arrival_year,booking_status
0,101.0,1,15,4,4,2,1,2,2018,1
16,164.0,0,26,9,4,0,1,2,2018,0
74,109.0,0,18,9,3,2,0,2,2017,1
79,116.1,1,24,5,4,2,0,2,2018,1
4,70.0,0,16,12,3,1,0,1,2018,1
28,81.0,0,4,2,4,1,0,1,2018,0
88,87.3,0,5,7,3,4,0,2,2018,1
110,119.0,2,16,12,4,3,2,3,2018,0
141,80.0,0,20,9,3,0,1,1,2017,1
8,112.5,0,7,4,4,3,1,2,2018,1
11,120.12,1,20,8,4,2,2,1,2018,1
90,144.13,2,7,7,3,5,2,3,2018,1
274,107.0,2,9,8,4,3,0,2,2018,0
18,129.0,0,13,4,2,1,0,2,2018,1
105,123.25,0,4,7,4,4,1,2,2018,0
3,105.5,1,5,11,4,3,0,2,2017,1
144,114.3,1,6,5,4,2,0,2,2018,0
161,130.0,0,25,3,3,2,1,2,2018,0
124,94.5,0,8,8,3,1,2,2,2017,0
45,93.6,1,25,12,4,1,2,2,2018,1
125,126.51,0,31,7,4,5,2,2,2018,1
3,113.0,2,26,6,4,0,2,2,2018,1
41,88.0,1,20,12,2,1,0,1,2018,1
74,99.45,1,21,3,4,3,1,2,2018,1
0,140.0,0,14,7,2,1,0,1,2018,1
31,80.0,2,22,7,3,2,1,1,2018,1
0,0.0,1,16,12,1,1,0,2,2017,1
15,96.9,0,5,12,4,3,1,2,2018,1
48,159.3,0,6,5,4,2,1,3,2018,1
28,100.0,0,19,5,2,2,0,2,2018,1
291,115.0,0,19,8,3,2,0,2,2018,0
117,75.0,0,29,2,3,1,1,1,2018,1
14,104.17,0,17,8,4,4,1,2,2018,1
0,126.0,1,22,6,4,1,0,2,2018,1
184,90.95,1,27,8,4,2,2,2,2018,1
13,85.0,1,18,2,4,2,0,1,2018,1
50,79.2,1,17,11,4,1,0,2,2018,1
42,94.5,2,19,10,4,1,1,2,2017,1
273,95.0,0,13,5,3,2,1,2,2018,0
57,79.2,1,1,11,4,3,0,2,2018,1
128,114.3,1,8,8,4,3,1,2,2018,1
141,147.6,1,23,9,4,2,0,2,2018,1
221,80.0,0,12,8,3,1,0,2,2018,0
39,109.0,0,14,8,3,2,0,2,2017,1
39,109.0,0,14,8,3,2,0,2,2017,1
74,93.6,0,4,11,4,2,0,2,2018,0
11,112.88,0,5,9,2,0,1,1,2018,1
1,65.0,0,19,11,2,1,0,1,2017,1
125,103.05,0,22,8,4,3,1,2,2018,1
13,129.0,2,25,9,4,1,2,2,2018,1
141,90.0,0,20,9,3,0,1,2,2017,1
11,0.0,0,4,10,1,2,0,2,2018,1
70,120.15,2,4,11,4,4,2,2,2018,1
0,160.0,0,27,9,2,1,0,2,2018,1
208,80.75,0,30,7,4,2,2,2,2018,0
190,96.3,0,26,10,4,4,0,2,2018,0
0,0.0,0,18,9,1,0,2,1,2018,1
9,128.5,1,11,9,4,2,0,2,2017,1
5,145.0,0,21,9,4,0,1,1,2017,1
49,119.85,0,7,5,4,5,2,2,2018,0
26,88.4,3,6,12,4,5,2,1,2018,1
42,168.3,1,24,7,4,0,2,3,2018,1
67,29.0,1,6,9,1,2,2,2,2017,1
239,112.2,0,15,6,3,2,0,2,2018,0
36,81.9,2,10,3,4,1,0,2,2018,1
0,81.0,0,3,1,4,0,1,1,2018,1
52,152.1,3,18,8,4,3,1,2,2018,1
47,108.0,0,11,10,4,3,0,2,2018,1
15,88.4,0,20,12,4,5,2,1,2018,1
148,108.16,1,29,5,4,2,2,2,2018,1
6,126.0,1,9,5,4,1,1,2,2018,1
35,79.2,0,7,12,4,7,2,1,2018,0
15,75.0,1,10,12,2,2,0,2,2017,1
4,110.0,0,29,10,0,1,0,1,2018,0
102,121.5,1,26,7,4,2,0,2,2018,0
4,112.2,2,27,12,4,4,0,1,2018,1
57,119.85,0,13,5,4,3,2,2,2018,0
4,41.0,1,1,2,2,0,1,1,2018,1
1,77.0,2,3,10,2,1,1,2,2018,1
105,75.0,0,6,4,3,1,0,2,2018,0
93,126.9,1,20,6,4,1,1,2,2018,1
150,90.0,1,16,6,3,3,0,2,2018,1
149,80.75,1,26,6,4,2,2,2,2018,1
3,86.0,0,4,2,4,1,0,1,2018,1
22,169.0,1,2,8,4,3,0,2,2018,1
99,127.71,3,26,12,4,3,1,3,2018,1
16,105.4,2,21,12,4,1,0,2,2018,1
213,130.0,0,7,6,3,3,0,2,2018,0
1,140.0,2,31,12,4,1,0,2,2018,1
166,81.25,0,30,7,3,1,2,2,2018,1
42,182.7,1,18,3,4,2,1,3,2018,0
98,141.75,0,11,7,4,3,1,2,2018,1
25,154.0,1,17,10,4,1,1,2,2018,1
21,140.0,1,30,8,4,1,0,2,2018,1
13,95.0,1,18,4,4,0,1,1,2018,1
0,66.0,0,4,1,2,2,1,1,2018,1
56,74.8,1,12,11,4,3,2,2,2018,1
65,113.55,2,26,10,4,2,0,2,2018,1
0,89.0,0,1,3,4,1,0,2,2018,1
8,97.02,0,20,10,4,4,0,2,2017,1
54,93.6,2,5,12,4,1,1,2,2018,1
50,80.1,2,29,3,4,1,0,2,2018,1
134,177.3,0,24,7,4,0,2,2,2018,0
275,110.0,0,17,4,3,0,2,2,2018,0
1,188.0,0,22,9,4,1,0,1,2018,1
28,149.0,1,18,9,4,0,2,2,2018,1
16,113.67,1,4,12,4,2,1,2,2017,1
46,129.6,2,3,11,4,3,0,3,2018,1
30,82.08,0,17,10,4,1,1,2,2017,1
191,96.3,1,20,10,4,2,0,2,2018,0
249,96.3,0,28,10,4,2,1,2,2018,0
135,90.0,1,28,6,4,2,0,2,2018,1
36,110.0,0,11,9,2,3,2,1,2018,1
13,119.0,0,7,9,4,1,0,2,2018,0
110,94.5,0,25,7,3,1,2,2,2017,0
38,73.2,1,27,2,4,1,1,2,2018,1
58,79.2,0,15,12,4,3,0,2,2018,0
20,109.65,0,12,6,4,0,1,2,2018,1
26,169.0,2,7,8,4,2,2,2,2018,1
5,146.0,0,26,3,4,5,2,2,2018,0
129,139.99,2,22,7,4,2,0,2,2018,1
39,101.5,0,14,8,3,2,0,2,2017,1
164,100.0,0,2,10,3,2,0,1,2017,1
67,104.0,1,18,11,4,2,0,2,2018,1
34,224.67,0,23,9,3,3,0,2,2017,0
32,73.0,0,20,11,3,2,0,1,2017,1
4,75.0,0,11,12,2,0,2,2,2018,1
18,79.0,0,12,2,4,2,1,2,2018,0
292,115.0,0,21,7,3,2,0,2,2018,0
13,141.0,1,19,6,4,1,2,2,2018,1
118,110.0,0,6,6,3,2,1,1,2018,1
74,88.2,2,2,12,4,2,1,2,2018,1
116,90.0,1,17,11,4,3,0,2,2018,1
3,135.8,1,23,5,4,0,1,1,2018,1
38,71.1,0,14,3,4,3,1,2,2018,1
112,120.0,0,2,6,3,3,0,2,2018,0
13,135.0,1,28,10,4,2,0,2,2017,1
39,127.39,0,13,5,4,2,1,2,2018,1
145,0.0,1,5,7,4,0,0,2,2018,1
221,96.0,1,12,8,3,1,0,2,2018,1
29,101.52,2,5,3,4,3,2,2,2018,1
238,95.63,2,3,9,4,2,2,2,2018,1
1,135.0,0,11,5,3,1,0,1,2018,1
5,136.0,1,21,4,4,3,0,2,2018,1
292,115.0,0,21,7,3,2,0,2,2018,0
102,101.5,0,16,10,3,2,0,2,2017,0
35,53.72,0,11,3,4,2,0,2,2018,1
53,108.0,0,11,10,4,1,0,2,2018,0
77,90.95,0,13,4,4,4,0,2,2018,1
118,104.4,1,29,10,4,1,2,2,2018,1
35,88.4,1,16,11,4,4,0,2,2018,1
22,0.0,0,16,12,4,0,0,1,2017,1
2,153.62,1,22,9,4,1,0,1,2018,1
11,121.0,0,30,5,2,3,1,1,2018,0
6,114.0,1,21,9,4,2,1,2,2017,1
71,77.0,2,12,11,4,4,2,2,2018,1
153,80.1,2,27,10,4,1,0,2,2018,0
159,70.5,0,29,12,3,4,0,2,2017,1
1,65.0,0,27,9,2,1,0,1,2018,1
107,46.63,1,23,12,4,4,2,1,2017,1
59,71.1,2,2,11,4,3,0,2,2018,1
64,63.75,0,12,3,4,2,2,2,2018,0
4,139.0,1,8,7,4,2,1,2,2018,1
183,110.0,1,8,9,3,3,0,2,2018,0
110,70.0,0,9,12,3,1,0,2,2017,1
251,73.35,1,21,11,4,1,1,1,2018,1
164,94.5,0,21,7,4,3,0,2,2018,0
89,63.75,1,17,11,4,3,0,1,2017,1
25,65.0,0,27,12,3,1,0,1,2018,1
29,73.21,0,13,10,4,4,0,2,2017,1
1,129.0,0,13,5,4,1,0,2,2018,1
155,177.35,0,22,5,4,5,3,2,2018,0
39,87.0,0,14,8,3,2,0,1,2017,1
320,115.0,1,18,8,3,2,0,2,2018,0
203,122.76,1,13,8,4,5,2,3,2018,0
232,91.8,2,1,12,4,3,0,2,2018,1
304,89.0,0,3,11,3,3,0,2,2018,0
1,81.0,0,20,2,4,1,0,2,2018,1
188,105.3,1,3,8,4,3,0,2,2018,0
19,165.0,1,5,9,4,1,2,2,2017,1
0,138.0,0,13,8,4,1,0,2,2017,1
9,95.0,0,7,4,4,2,0,1,2018,0
28,70.0,2,18,3,3,2,0,2,2018,1
26,78.2,0,12,11,3,2,2,2,2018,0
336,39.0,0,21,9,3,4,1,2,2018,1
29,63.0,0,6,11,3,2,1,2,2017,1
1,85.0,0,29,9,2,1,0,2,2017,1
10,169.0,2,14,6,4,5,0,3,2018,1
66,126.0,0,5,3,4,1,1,2,2018,0
7,150.0,1,16,8,4,2,0,2,2018,1
28,65.0,0,18,12,2,1,0,1,2017,1
95,119.85,2,9,6,4,4,2,2,2018,1
44,85.0,0,23,4,3,1,2,1,2018,1
169,62.73,0,22,8,4,3,1,2,2018,0
131,105.3,0,2,8,4,4,0,2,2018,0
19,156.5,0,14,4,4,3,1,3,2018,0
76,79.2,1,3,12,4,1,2,2,2018,1
6,81.0,0,5,2,4,2,0,2,2018,1
16,75.0,0,16,11,3,3,0,1,2018,1
42,147.9,2,27,8,4,4,2,2,2018,1
13,90.0,0,9,5,3,2,1,1,2018,1
16,91.8,0,29,12,4,3,1,2,2018,1
1,89.0,1,16,4,4,1,0,2,2018,1
282,109.23,1,25,12,4,5,3,3,2018,0
282,115.6,0,29,12,4,3,1,2,2018,1
57,105.3,0,11,4,4,2,1,2,2018,0
81,135.0,0,21,10,4,2,1,2,2018,0
9,80.0,0,27,2,4,1,0,1,2018,1
15,86.0,0,18,2,3,3,0,1,2018,1
35,108.0,1,2,11,4,3,0,2,2018,1
10,83.93,1,14,3,4,3,1,2,2018,1
115,114.3,0,8,7,4,2,0,2,2018,0
418,75.0,0,26,9,3,2,1,2,2018,0
31,140.4,1,20,5,4,1,0,2,2018,1
183,110.0,1,8,9,4,3,0,2,2018,0
64,190.0,1,25,9,4,2,0,1,2017,1
122,107.0,1,27,3,3,1,2,2,2018,0
245,75.0,0,17,6,3,2,0,2,2018,0
3,67.0,1,20,6,2,1,1,1,2018,1
52,159.3,2,28,5,4,1,1,3,2018,1
113,92.65,1,27,6,4,4,1,2,2018,1
27,111.2,0,26,9,4,1,1,2,2018,0
20,88.0,1,29,11,2,1,0,1,2018,1
2,97.0,1,23,6,4,1,0,2,2018,1
101,126.9,0,19,5,4,1,0,2,2018,1
157,121.5,2,14,7,4,2,0,2,2018,0
21,79.0,0,12,2,4,2,0,2,2018,1
304,89.0,0,3,11,4,3,0,2,2018,0
94,85.0,0,22,9,3,3,0,1,2018,0
2,147.0,2,27,3,4,2,2,3,2018,1
102,109.0,0,16,10,3,2,0,2,2017,1
19,129.0,2,25,9,4,0,1,2,2018,1
247,109.0,0,6,6,3,1,1,2,2018,0
174,95.67,0,22,9,3,3,0,1,2018,1
172,140.7,2,22,7,4,2,1,3,2018,0
4,80.0,0,19,2,2,1,0,2,2018,0
88,60.0,1,4,3,3,2,1,2,2018,1
23,136.0,0,26,3,4,2,2,2,2018,0
12,87.78,2,19,7,4,2,0,2,2018,1
13,115.0,1,1,8,4,0,1,1,2018,1
149,80.75,0,29,8,4,2,2,2,2017,0
8,84.0,1,1,4,2,2,0,2,2018,1
5,174.0,2,13,8,4,1,1,2,2018,1
127,91.29,0,15,4,4,3,2,2,2018,1
9,75.0,0,18,11,2,2,0,2,2017,1
22,288.0,2,19,8,4,2,0,2,2018,1
17,75.0,0,17,7,3,1,2,2,2018,1
317,120.0,0,15,9,3,2,0,2,2018,0
265,78.3,2,20,11,4,1,2,2,2018,0
97,116.1,1,19,5,4,1,0,2,2018,1
0,106.4,0,27,6,3,0,1,1,2018,1
9,99.0,3,20,8,4,2,0,2,2017,1
24,122.0,0,1,9,4,3,0,2,2018,1
253,90.0,0,4,5,3,4,0,2,2018,0
7,0.0,0,31,5,1,1,0,1,2018,1
44,95.0,0,23,4,3,1,2,2,2018,1
3,137.29,2,10,9,4,5,2,2,2017,1
25,85.0,0,23,7,3,3,2,2,2018,1
13,111.85,1,5,6,4,0,1,2,2018,1
134,130.5,2,4,8,4,2,0,2,2018,1
82,107.0,1,13,11,4,2,2,2,2018,1
49,93.15,0,11,7,4,0,1,2,2018,0
115,131.4,2,23,8,4,5,0,2,2018,1
159,65.0,0,9,4,3,1,1,1,2018,1
90,72.25,1,4,12,4,2,2,2,2017,1
115,76.0,0,27,2,3,2,2,1,2018,1
150,95.82,1,31,5,4,3,0,0,2018,1
145,36.25,0,29,8,3,1,2,1,2017,1
113,108.0,1,13,10,4,1,0,2,2018,0
138,94.5,0,22,8,3,1,2,2,2017,0
72,118.8,1,23,4,4,1,1,2,2018,1
36,67.5,1,13,2,4,1,1,2,2018,1
245,110.0,0,6,7,4,4,2,1,2018,0
0,119.35,0,7,10,4,1,0,1,2017,1
12,90.0,2,30,8,4,0,1,2,2017,1
160,113.4,2,30,10,4,0,2,2,2018,0
32,73.0,0,20,11,3,2,0,1,2017,1
163,73.37,1,9,4,4,5,2,2,2018,1
12,140.0,1,21,10,4,2,0,2,2018,1
39,65.0,1,27,12,3,1,0,2,2018,1
18,78.5,1,30,1,4,1,0,2,2018,1
346,115.0,1,13,9,3,2,0,2,2018,0
18,210.0,2,7,11,4,2,1,1,2018,1
27,68.07,1,23,11,4,4,0,2,2018,1
17,77.25,0,25,1,4,4,1,2,2018,1
118,110.0,0,6,6,3,2,1,1,2018,1
89,74.8,1,22,12,4,3,2,2,2018,1
56,140.4,1,13,5,4,2,0,2,2018,1
64,105.6,4,31,10,4,2,1,2,2018,1
108,92.4,0,4,5,4,3,0,1,2018,1
270,80.0,0,20,4,3,4,0,2,2018,1
126,80.75,1,12,9,3,2,1,2,2018,0
57,141.3,1,29,10,4,1,2,2,2018,0
218,96.3,1,6,8,4,1,0,2,2018,0
136,90.9,0,26,8,4,2,0,1,2018,1
35,118.0,2,27,10,4,3,0,2,2018,1
11,90.0,0,14,6,2,3,0,1,2018,1
17,130.0,2,3,11,4,2,0,2,2018,1
135,90.0,0,14,9,3,2,1,2,2017,1
102,101.5,0,16,10,3,2,0,2,2017,0
127,89.25,1,9,5,4,3,1,2,2018,0
212,78.0,1,20,5,3,3,2,2,2018,1
62,58.94,1,4,3,4,2,2,2,2018,1
7,144.0,0,5,5,3,3,0,2,2018,1
16,77.25,0,25,1,4,4,1,2,2018,1
38,118.8,0,21,4,4,3,1,2,2018,0
20,156.0,1,21,5,4,1,0,2,2018,1
221,65.0,0,17,10,3,1,2,2,2017,1
0,123.0,0,20,10,2,3,0,2,2017,1
35,97.0,1,26,12,4,1,0,2,2017,1
152,90.9,0,26,8,4,2,1,1,2018,0
56,207.9,1,13,8,4,1,2,2,2018,1
12,156.0,1,22,8,4,2,1,2,2018,1
230,96.3,0,19,10,4,3,0,2,2018,0
204,72.75,0,9,10,3,2,2,2,2017,1
89,168.3,1,20,9,4,3,0,3,2018,1
49,75.0,0,2,11,3,4,0,2,2018,1
70,75.0,0,25,11,3,2,0,2,2018,1
143,100.0,0,25,8,3,3,0,2,2018,1
188,130.0,0,15,6,3,2,0,1,2018,0
64,130.0,0,17,5,2,2,0,1,2018,1
93,60.0,1,4,3,3,2,0,2,2018,1
7,183.0,1,21,4,4,3,0,2,2018,1
166,110.0,0,1,11,3,3,0,1,2018,0
67,80.75,0,30,5,3,3,1,2,2018,1
83,132.6,1,1,5,4,3,2,2,2018,1
13,86.0,0,3,2,2,4,0,1,2018,1
17,48.0,0,16,10,3,2,0,2,2017,1
1,65.0,0,30,9,2,1,0,1,2017,1
18,60.0,0,27,12,3,1,0,1,2018,1
191,80.75,1,12,5,3,2,0,2,2018,1
232,110.7,0,24,11,4,3,0,3,2018,0
122,121.5,1,12,5,4,3,0,2,2018,1
3,54.0,0,3,1,4,4,2,1,2018,1
208,88.77,2,23,10,4,2,2,0,2018,1
308,78.3,1,23,11,4,3,0,2,2018,0
23,95.0,1,5,9,4,1,2,1,2017,1
3,65.0,0,30,5,2,2,1,1,2018,1
1,138.0,1,20,8,4,1,0,2,2018,1
161,130.0,0,25,3,3,2,1,2,2018,0
3,120.0,0,19,9,2,1,2,2,2017,1
3,120.0,1,16,10,4,0,1,1,2018,1
6,75.0,0,21,8,3,0,1,2,2018,1
71,120.0,0,14,6,3,3,0,1,2018,1
117,72.25,0,12,7,3,3,0,2,2018,1
32,85.0,0,15,10,3,1,1,2,2018,1
2,67.0,0,16,12,2,1,0,1,2018,1
40,75.0,1,2,11,3,4,0,2,2018,1
14,122.96,1,7,11,4,5,1,2,2018,1
91,109.65,1,22,5,4,2,2,2,2018,1
3,195.0,0,26,9,4,0,1,1,2018,1
50,158.4,1,18,10,4,1,0,3,2018,1
39,75.8,1,19,2,4,2,0,2,2018,1
198,137.7,0,22,8,4,2,1,3,2018,0
71,119.85,1,30,5,4,3,1,2,2018,1
85,99.9,1,25,7,4,1,1,1,2018,1
59,119.0,1,4,12,4,2,2,3,2018,1
6,99.0,2,8,5,4,0,2,1,2018,1
211,100.0,0,20,5,3,2,0,2,2018,0
69,99.45,2,13,4,4,4,0,2,2018,1
28,70.0,0,5,10,3,1,1,2,2017,0
205,90.95,0,22,7,4,3,2,2,2018,0
0,112.0,1,23,2,4,4,0,2,2018,1
1,106.4,0,6,7,3,1,0,1,2018,1
18,79.0,0,25,3,3,2,0,2,2018,1
4,160.0,0,25,9,4,0,2,2,2018,1
63,144.1,0,9,8,4,3,0,2,2018,1
0,99.14,0,29,8,4,5,2,2,2017,1
265,115.0,1,24,6,3,2,0,2,2018,0
81,75.0,0,16,12,3,2,1,2,2018,1
273,109.0,0,17,7,3,2,0,2,2017,0
6,91.0,1,8,3,4,3,0,2,2018,1
71,98.0,0,10,5,3,3,0,1,2018,1
18,98.6,0,29,5,4,2,2,2,2018,0
15,81.0,0,19,2,2,1,0,1,2018,1
56,120.0,0,8,6,3,1,0,2,2018,1
6,0.0,1,20,6,1,0,1,2,2018,1
18,167.74,2,20,4,4,3,0,2,2018,1
7,89.0,0,11,4,4,0,1,1,2018,1
115,104.55,1,29,4,4,3,2,2,2018,0
3,65.0,0,26,9,2,7,3,1,2018,1
118,110.0,0,6,6,3,2,1,1,2018,1
7,84.0,0,11,3,2,2,0,2,2018,1
145,94.5,0,29,8,3,1,2,2,2017,1
29,76.5,0,12,9,3,1,0,2,2017,1
2,198.28,1,19,10,4,3,0,3,2018,1
25,68.0,1,10,11,3,5,2,2,2017,1
193,120.0,0,20,6,3,2,1,2,2018,0
117,116.05,1,8,7,4,3,2,2,2018,1
40,70.0,0,5,10,3,1,1,2,2017,1
80,86.0,0,26,9,3,2,1,1,2018,1
210,72.75,0,8,10,3,3,1,2,2017,1
132,114.75,0,14,7,4,4,2,2,2018,0
9,221.0,0,11,5,4,4,0,2,2018,0
4,65.0,0,18,8,2,3,0,1,2017,1
256,76.67,0,14,9,3,2,1,2,2017,1
28,77.0,0,19,10,3,2,1,1,2017,1
234,76.84,1,12,12,4,4,1,2,2018,1
150,41.43,2,19,3,3,5,2,2,2018,1
145,94.5,0,29,8,3,1,2,2,2017,1
25,221.0,0,19,5,4,1,0,2,2018,0
34,77.6,2,22,2,3,2,1,2,2018,1
13,104.0,0,26,4,4,2,0,1,2018,1
191,80.75,1,7,9,3,5,2,2,2018,1
189,72.25,0,8,8,3,3,1,2,2018,1
21,91.0,0,7,3,4,0,1,2,2018,0
198,116.1,3,15,9,4,1,0,2,2018,1
111,60.0,0,23,3,3,3,0,2,2018,1
15,129.0,1,20,8,4,2,2,2,2018,0
69,92.43,0,29,12,4,5,2,2,2017,1
8,65.0,0,15,9,2,1,0,1,2017,1
164,100.0,0,2,10,3,2,0,1,2017,1
30,140.0,0,2,6,3,2,0,2,2018,1
138,94.5,0,22,8,3,1,2,2,2017,0
30,140.0,0,2,6,3,2,0,2,2018,1
12,89.59,1,10,12,4,3,2,2,2018,1
49,116.1,0,6,5,4,2,0,2,2018,0
1,60.0,0,28,2,3,1,2,1,2018,0
226,102.76,0,25,10,3,3,0,2,2018,0
50,193.5,0,2,9,4,2,1,3,2018,1
145,65.0,0,3,1,3,1,2,2,2018,1
263,100.3,0,29,9,4,4,2,2,2018,0
37,120.0,0,28,12,4,3,0,2,2018,0
183,112.0,1,3,8,3,4,1,2,2018,0
1,59.75,0,8,1,4,3,2,2,2018,1
90,90.95,0,15,4,4,5,2,2,2018,0
44,112.0,0,5,11,3,2,2,2,2018,1
22,139.0,1,21,8,4,0,2,2,2018,0
267,105.83,1,24,10,4,3,1,2,2018,0
57,88.4,1,2,12,4,2,2,2,2018,1
32,73.0,0,20,11,3,2,0,1,2017,1
107,116.1,0,14,6,4,2,0,2,2018,0
68,112.2,1,21,4,4,3,0,1,2018,1
57,78.69,1,10,10,4,1,2,2,2017,1
12,95.0,1,18,11,4,2,0,2,2018,1
4,80.0,0,29,8,3,1,1,1,2018,1
0,155.0,2,19,10,4,0,1,2,2017,1
174,112.0,1,25,7,4,2,1,2,2018,0
16,135.0,0,7,9,4,3,1,2,2017,1
296,104.4,1,24,7,4,5,2,2,2018,0
3,90.67,0,10,6,3,2,1,2,2018,1
198,63.75,2,8,12,4,3,2,2,2018,1
179,108.9,1,1,10,4,1,2,2,2018,0
64,115.03,2,23,4,4,4,2,2,2018,1
59,105.3,0,24,4,4,1,2,2,2018,0
122,116.1,2,16,6,4,3,0,2,2018,1
173,100.8,2,31,3,4,3,0,2,2018,0
5,80.0,0,24,2,2,4,0,1,2018,1
5,89.0,0,19,4,4,1,0,2,2018,1
61,140.4,0,17,6,4,2,0,2,2018,0
39,101.5,0,14,8,3,2,0,2,2017,1
36,140.4,0,30,4,4,2,2,1,2018,0
100,80.75,1,17,4,3,2,2,2,2018,1
5,112.0,0,18,10,4,3,0,2,2018,1
85,129.73,0,29,9,2,2,0,2,2018,1
9,87.0,1,14,2,3,2,2,2,2018,1
163,161.1,2,5,9,4,2,1,2,2018,0
46,75.0,0,11,11,3,2,1,2,2018,1
271,101.33,1,21,9,3,3,0,2,2018,0
26,104.0,1,19,11,4,1,1,2,2018,0
317,120.0,0,15,9,3,2,0,2,2018,0
100,140.0,1,28,9,3,4,0,2,2018,1
130,79.2,0,12,11,4,1,1,2,2018,0
205,90.95,0,24,7,4,2,2,2,2018,0
94,72.25,1,3,12,4,2,0,2,2017,0
306,95.4,3,14,8,4,1,2,2,2018,1
45,76.3,0,29,2,4,2,1,1,2018,1
84,65.0,0,7,9,2,1,0,1,2018,1
6,0.0,1,10,12,4,2,0,2,2017,1
195,99.0,1,7,8,4,1,2,2,2018,0
7,0.0,1,31,5,1,1,0,1,2018,1
12,164.0,3,24,8,4,2,0,2,2018,1
37,105.0,0,13,10,3,3,0,2,2018,1
188,130.0,0,15,6,3,2,0,1,2018,0
290,72.0,1,17,6,3,2,1,2,2018,1
82,84.15,1,27,3,4,3,2,2,2018,1
75,90.95,0,11,4,4,4,1,2,2018,0
122,85.0,0,15,4,3,2,0,2,2018,0
157,68.0,0,8,12,3,3,0,2,2018,1
49,93.15,0,11,7,4,0,1,2,2018,0
130,104.4,2,29,10,4,1,2,2,2018,1
3,120.0,0,19,9,2,1,2,2,2017,1
83,70.03,1,24,3,4,3,1,2,2018,1
27,135.87,0,20,5,4,4,2,2,2018,0
39,87.0,0,14,8,3,2,0,1,2017,1
140,70.0,0,29,12,3,5,0,2,2017,1
12,58.0,1,19,12,3,2,2,2,2017,1
196,85.5,0,30,8,4,3,0,2,2018,0
22,171.0,0,21,8,4,3,2,2,2018,0
19,124.0,2,19,9,4,1,0,2,2017,1
30,67.0,0,13,11,2,0,1,1,2018,1
103,126.9,0,11,6,4,1,1,2,2018,0
317,120.0,0,15,9,4,2,0,2,2018,0
257,101.5,0,1,7,3,2,0,2,2017,0
6,77.0,0,24,9,3,1,0,1,2017,1
73,68.0,0,7,7,4,4,0,2,2017,0
116,61.0,0,28,2,3,2,2,1,2018,0
42,124.79,1,17,3,4,5,2,3,2018,0
54,88.0,1,4,11,4,2,0,2,2018,1
10,152.0,1,17,9,4,1,0,2,2017,1
192,90.0,1,18,12,4,1,2,2,2018,0
136,131.75,0,13,7,4,5,2,2,2018,1
93,105.3,2,25,3,4,2,1,2,2018,0
12,60.0,0,5,8,2,3,0,1,2017,1
1,75.0,0,22,9,3,3,0,2,2017,1
255,94.35,0,5,9,4,3,1,1,2018,0
27,54.71,1,4,12,4,3,2,2,2018,1
269,80.0,0,29,12,3,3,2,2,2018,1
140,114.33,1,18,7,4,3,1,2,2018,1
11,90.95,1,6,11,4,2,2,2,2017,1
141,72.25,0,25,8,3,3,0,2,2018,1
161,123.46,1,21,6,4,4,0,2,2018,0
0,107.0,1,6,11,4,1,0,2,2017,1
174,85.5,0,4,7,4,2,1,2,2018,0
26,65.0,1,23,11,3,3,1,2,2017,1
31,66.29,0,3,12,4,11,5,1,2018,0
210,72.75,0,8,10,3,3,1,2,2017,1
292,115.0,0,21,7,3,2,0,2,2018,0
13,96.0,0,26,4,3,3,0,2,2018,1
166,73.6,2,21,4,4,3,0,2,2018,1
32,214.21,1,29,10,4,1,2,2,2018,1
100,150.3,1,26,8,4,2,2,3,2018,1
151,59.5,0,20,3,3,3,2,2,2018,1
196,80.75,1,3,8,4,4,1,2,2018,1
164,99.45,0,27,7,4,5,2,2,2018,0
78,90.9,0,8,4,4,1,0,1,2018,0
46,79.2,0,25,12,4,1,2,2,2018,1
40,64.15,0,26,12,4,3,2,2,2017,1
7,78.3,0,16,1,4,1,2,2,2018,1
13,101.0,2,6,12,4,0,2,1,2017,1
42,168.3,2,12,5,4,2,0,3,2018,1
4,147.0,0,19,7,2,3,0,1,2018,1
149,72.25,0,10,7,4,4,2,2,2018,0
270,80.0,0,20,4,3,4,0,2,2018,1
7,182.0,0,28,6,4,5,1,3,2018,1
56,177.3,3,12,6,4,1,2,3,2018,1
21,107.0,0,10,10,3,2,1,2,2018,1
2,95.0,0,7,4,0,1,0,1,2018,1
41,116.1,1,9,5,4,4,1,2,2018,0
221,65.0,0,17,10,3,1,2,2,2017,1
122,85.0,0,15,4,3,2,0,2,2018,1
22,79.2,0,25,11,4,2,1,2,2018,1
92,102.68,0,26,9,3,3,1,2,2018,1
67,106.25,0,10,7,3,3,2,2,2017,1
49,115.2,2,5,12,4,1,2,2,2017,1
88,112.2,0,5,10,3,1,1,2,2017,1
193,120.0,0,20,6,4,2,1,2,2018,0
25,148.0,1,2,6,4,2,0,2,2018,1
286,117.0,1,16,9,3,2,0,2,2018,0
163,73.37,1,9,4,4,5,2,2,2018,1
111,76.5,1,6,7,4,2,1,2,2017,0
238,140.4,0,6,10,4,3,0,2,2018,0
41,69.29,0,27,12,3,5,2,2,2018,1
213,130.0,0,7,6,3,3,0,2,2018,0
103,61.5,1,3,3,3,3,0,2,2018,1
5,89.0,1,21,3,4,1,1,1,2018,1
